school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,F,0.0,R,GT3,T,4,4,teacher,other,course,mother,2,1,0,no,no,no,no,yes,yes,yes,yes,1,5,1,3,5,5,0.0,0.6842105263157895,0.7368421052631579,0.7368421052631579
MS,F,0.14285714285714285,U,LE3,A,2,2,at_home,other,reputation,mother,2,4,0,no,no,no,yes,no,no,no,yes,1,2,1,1,1,1,0.125,0.5263157894736842,0.47368421052631576,0.5789473684210527
MS,F,0.0,R,LE3,T,1,1,at_home,services,reputation,father,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,4,0.0,0.5263157894736842,0.5263157894736842,0.5263157894736842
MS,F,0.0,R,LE3,T,1,1,other,services,course,mother,2,1,1,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,2,2,0.125,0.3157894736842105,0.3684210526315789,0.42105263157894735
MS,F,0.14285714285714285,R,GT3,T,0,2,other,other,other,mother,2,1,0,no,yes,no,yes,yes,yes,no,no,3,2,3,1,2,2,0.0,0.631578947368421,0.5789473684210527,0.631578947368421
MS,F,0.2857142857142857,R,GT3,T,2,3,other,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,5,5,1,3,3,0.0625,0.5263157894736842,0.5789473684210527,0.631578947368421
MS,F,0.0,R,GT3,T,3,3,other,services,course,father,2,1,0,no,no,no,no,no,yes,yes,no,4,1,3,1,1,4,0.0,0.7368421052631579,0.8421052631578947,0.8421052631578947
MS,M,0.2857142857142857,U,GT3,T,1,1,other,other,home,mother,1,2,0,no,no,yes,no,no,yes,yes,no,4,4,3,2,4,5,0.125,0.42105263157894735,0.47368421052631576,0.47368421052631576
MS,M,0.0,R,LE3,T,4,1,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,0.0,0.631578947368421,0.6842105263157895,0.7368421052631579
MS,M,0.0,R,LE3,T,4,1,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,0.21875,0.3684210526315789,0.47368421052631576,0.42105263157894735
MS,M,0.14285714285714285,R,GT3,T,3,4,other,health,other,mother,3,2,0,no,no,no,no,no,yes,no,no,3,4,5,1,2,5,0.125,0.47368421052631576,0.5263157894736842,0.5789473684210527
MS,M,0.0,R,GT3,T,1,1,other,other,course,mother,4,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,2,4,4,0.25,0.3684210526315789,0.47368421052631576,0.47368421052631576
MS,M,0.0,U,LE3,T,3,3,at_home,at_home,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,0.0,0.5789473684210527,0.5789473684210527,0.5789473684210527
MS,M,0.2857142857142857,R,GT3,T,2,1,other,other,other,mother,3,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,5,5,3,0.25,0.42105263157894735,0.5263157894736842,0.47368421052631576
MS,F,0.14285714285714285,R,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,1,1,4,0.1875,0.8421052631578947,0.8421052631578947,0.8947368421052632
MS,F,0.0,R,GT3,T,1,2,other,services,course,mother,2,1,0,no,no,no,no,yes,yes,no,no,5,1,2,1,1,1,0.09375,0.5789473684210527,0.6842105263157895,0.6842105263157895
MS,F,0.14285714285714285,R,GT3,T,2,3,other,services,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,5,4,1,2,1,0.0625,0.7894736842105263,0.7894736842105263,0.7894736842105263
MS,M,0.14285714285714285,R,GT3,T,1,2,other,other,course,father,2,2,0,no,no,no,no,yes,yes,no,no,4,3,3,1,1,5,0.0,0.5263157894736842,0.5789473684210527,0.5789473684210527
MS,F,0.14285714285714285,R,GT3,T,2,2,other,other,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,4,5,1,1,4,0.125,0.47368421052631576,0.5263157894736842,0.5789473684210527
MS,F,0.14285714285714285,U,GT3,T,1,2,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,0.0,0.5263157894736842,0.42105263157894735,0.42105263157894735
MS,F,0.14285714285714285,U,GT3,T,1,2,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,0.09375,0.47368421052631576,0.42105263157894735,0.42105263157894735
MS,F,0.0,U,GT3,T,2,1,at_home,other,home,mother,1,2,0,yes,yes,no,no,no,yes,yes,no,4,4,2,3,3,2,0.0,0.47368421052631576,0.5263157894736842,0.47368421052631576
MS,F,0.14285714285714285,U,GT3,T,1,1,at_home,other,course,father,1,2,0,no,yes,no,no,no,yes,no,yes,5,4,3,2,1,2,0.0,0.6842105263157895,0.7368421052631579,0.7894736842105263
MS,M,0.2857142857142857,R,LE3,T,1,2,at_home,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,5,5,5,5,3,0.125,0.5263157894736842,0.5789473684210527,0.5789473684210527
MS,F,0.14285714285714285,R,GT3,T,1,1,other,other,home,father,4,4,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,1,0.0,0.6842105263157895,0.5263157894736842,0.6842105263157895
MS,F,0.14285714285714285,R,GT3,T,1,1,at_home,other,other,father,4,3,0,yes,yes,no,no,yes,yes,no,no,4,4,3,1,1,5,0.0625,0.5263157894736842,0.47368421052631576,0.5263157894736842
MS,F,0.0,R,GT3,T,1,1,at_home,other,home,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,2,0.03125,0.5789473684210527,0.5263157894736842,0.5789473684210527
MS,F,0.14285714285714285,R,GT3,T,1,1,at_home,other,other,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,4,3,2,0.0,0.6842105263157895,0.631578947368421,0.7368421052631579
MS,F,0.0,R,GT3,T,1,1,at_home,at_home,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,4,2,1,1,2,2,0.0,0.6842105263157895,0.7368421052631579,0.7368421052631579
MS,F,0.0,R,LE3,T,2,2,other,other,other,father,1,3,0,yes,yes,no,no,yes,yes,no,no,4,4,3,2,2,5,0.0625,0.7368421052631579,0.5789473684210527,0.631578947368421
MS,M,0.14285714285714285,R,GT3,T,1,1,at_home,other,other,father,2,1,0,no,no,no,yes,yes,yes,no,no,3,4,4,3,4,5,0.1875,0.5789473684210527,0.5789473684210527,0.5789473684210527
MS,F,0.42857142857142855,U,GT3,T,1,2,other,other,course,father,1,2,1,no,yes,no,yes,yes,yes,yes,yes,3,4,4,2,3,5,0.28125,0.47368421052631576,0.42105263157894735,0.42105263157894735
MS,M,0.0,U,GT3,T,3,1,other,services,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,3,2,3,1,3,4,0.0,0.5263157894736842,0.47368421052631576,0.5789473684210527
MS,F,0.14285714285714285,R,GT3,T,2,2,other,services,course,father,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,2,0.03125,0.7368421052631579,0.6842105263157895,0.7368421052631579
MS,M,0.0,U,GT3,T,2,2,health,other,reputation,mother,3,1,0,no,no,no,no,yes,yes,no,no,4,3,3,1,2,4,0.03125,0.6842105263157895,0.631578947368421,0.6842105263157895
MS,M,0.14285714285714285,U,GT3,T,4,4,other,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,no,yes,4,3,1,1,1,3,0.0,0.6842105263157895,0.631578947368421,0.6842105263157895
MS,F,0.0,R,GT3,T,3,3,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,5,4,1,1,1,0.125,0.6842105263157895,0.631578947368421,0.631578947368421
MS,F,0.14285714285714285,R,GT3,T,2,2,at_home,other,course,mother,2,2,1,no,yes,no,yes,no,yes,no,no,4,4,4,2,3,5,0.0625,0.631578947368421,0.5789473684210527,0.631578947368421
MS,F,0.14285714285714285,R,LE3,T,2,2,other,other,home,father,3,1,0,no,yes,no,yes,yes,yes,no,yes,4,3,2,1,1,4,0.0,0.7368421052631579,0.7368421052631579,0.8421052631578947
MS,M,0.14285714285714285,U,LE3,T,2,1,at_home,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,4,3,2,3,4,0.125,0.5263157894736842,0.42105263157894735,0.5263157894736842
MS,M,0.0,R,LE3,T,1,3,at_home,other,reputation,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,3,5,3,0.0625,0.5263157894736842,0.5789473684210527,0.5789473684210527
MS,F,0.0,U,GT3,T,2,2,other,services,course,mother,2,3,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,0.0,0.631578947368421,0.6842105263157895,0.7368421052631579
MS,F,0.14285714285714285,R,LE3,T,2,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,5,4,3,1,1,5,0.0625,0.5263157894736842,0.42105263157894735,0.42105263157894735
MS,M,0.0,U,GT3,T,3,3,services,services,course,father,2,1,0,no,yes,no,yes,no,yes,yes,no,4,3,3,2,4,3,0.34375,0.631578947368421,0.5263157894736842,0.5789473684210527
MS,F,0.14285714285714285,R,GT3,T,1,1,at_home,other,course,father,2,2,3,yes,yes,no,no,yes,yes,no,no,3,4,3,1,1,1,0.0,0.3684210526315789,0.3684210526315789,0.42105263157894735
MS,F,0.2857142857142857,U,GT3,T,2,2,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,no,no,no,4,5,3,1,1,5,0.125,0.47368421052631576,0.47368421052631576,0.5263157894736842
MS,F,0.5714285714285714,U,GT3,T,2,3,at_home,services,course,other,1,1,1,no,no,no,no,yes,no,yes,yes,4,4,4,1,1,2,0.0,0.47368421052631576,0.47368421052631576,0.5263157894736842
MS,F,0.2857142857142857,R,GT3,T,2,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,yes,no,no,yes,5,5,3,1,1,3,0.0625,0.47368421052631576,0.5263157894736842,0.5789473684210527
MS,F,0.0,R,LE3,T,1,1,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,no,no,yes,5,2,1,1,3,4,0.0,0.47368421052631576,0.5263157894736842,0.47368421052631576
MS,F,0.14285714285714285,R,GT3,T,2,2,other,other,course,father,3,2,0,no,yes,no,no,yes,no,yes,no,3,4,5,1,2,1,0.03125,0.47368421052631576,0.5263157894736842,0.5789473684210527
MS,F,0.14285714285714285,U,LE3,A,2,2,other,other,home,mother,1,1,0,no,yes,no,no,yes,no,no,no,4,3,4,1,2,1,0.1875,0.3684210526315789,0.3684210526315789,0.42105263157894735
MS,F,0.2857142857142857,R,GT3,T,2,2,at_home,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,5,1,2,4,0.0,0.5789473684210527,0.5263157894736842,0.5789473684210527
MS,F,0.14285714285714285,U,GT3,T,2,2,other,services,course,father,1,1,1,no,yes,yes,yes,no,yes,yes,no,4,4,3,1,4,3,0.03125,0.47368421052631576,0.5263157894736842,0.5263157894736842
MS,F,0.42857142857142855,R,LE3,A,3,2,other,other,course,other,2,3,2,no,yes,no,no,no,no,no,yes,3,3,2,1,1,2,0.1875,0.3684210526315789,0.47368421052631576,0.5263157894736842
MS,F,0.5714285714285714,U,GT3,T,1,1,at_home,services,course,mother,1,3,1,no,no,no,yes,yes,no,no,yes,5,3,1,1,1,3,0.1875,0.3684210526315789,0.47368421052631576,0.47368421052631576
MS,M,0.42857142857142855,R,GT3,T,1,1,other,other,home,mother,2,1,1,no,no,no,yes,yes,no,yes,no,4,4,3,3,4,4,0.0,0.42105263157894735,0.47368421052631576,0.5263157894736842
MS,F,0.42857142857142855,R,GT3,T,1,1,at_home,at_home,course,mother,2,1,1,no,no,no,no,no,no,yes,yes,3,2,3,1,1,2,0.125,0.47368421052631576,0.5789473684210527,0.5263157894736842
MS,F,0.5714285714285714,U,GT3,T,1,1,other,other,course,other,2,2,1,no,yes,no,no,yes,yes,yes,yes,1,1,4,4,1,1,0.375,0.3684210526315789,0.42105263157894735,0.47368421052631576
MS,F,0.14285714285714285,R,GT3,A,2,2,health,other,course,mother,1,2,0,no,no,no,no,no,yes,no,yes,3,3,2,1,1,3,0.0625,0.42105263157894735,0.5263157894736842,0.5263157894736842
MS,F,0.2857142857142857,U,GT3,T,0,1,other,at_home,course,father,2,1,0,no,no,no,yes,no,yes,no,no,2,4,4,3,5,5,0.15625,0.47368421052631576,0.47368421052631576,0.5263157894736842
MS,F,0.14285714285714285,R,LE3,T,1,2,at_home,other,course,mother,1,2,0,no,no,no,yes,yes,no,yes,no,4,4,5,1,3,3,0.0,0.42105263157894735,0.47368421052631576,0.47368421052631576
MS,F,0.14285714285714285,U,GT3,T,3,3,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,no,yes,yes,4,5,4,1,1,4,0.0,0.7368421052631579,0.6842105263157895,0.6842105263157895
MS,F,0.14285714285714285,R,LE3,T,1,1,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,4,2,2,4,0.0625,0.7368421052631579,0.7368421052631579,0.7368421052631579
MS,M,0.2857142857142857,U,GT3,T,3,3,services,at_home,course,mother,2,4,1,no,yes,yes,yes,yes,yes,no,no,5,4,5,3,4,5,0.0,0.5263157894736842,0.5789473684210527,0.5263157894736842
MS,F,0.14285714285714285,U,GT3,T,2,1,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,0.0,0.7368421052631579,0.6842105263157895,0.7368421052631579
MS,F,0.14285714285714285,U,GT3,T,2,2,services,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,no,yes,4,2,5,1,2,5,0.0,0.8947368421052632,0.8421052631578947,0.8421052631578947
MS,M,0.2857142857142857,U,GT3,T,1,2,other,other,course,father,1,1,1,no,yes,no,yes,yes,no,yes,yes,5,3,5,5,5,1,0.375,0.3157894736842105,0.3684210526315789,0.3684210526315789
MS,M,0.14285714285714285,U,LE3,T,4,3,other,other,course,father,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,5,1,5,5,0.25,0.7368421052631579,0.631578947368421,0.6842105263157895
MS,M,0.2857142857142857,R,LE3,T,2,2,services,services,other,mother,3,4,1,no,yes,no,no,yes,yes,no,no,1,3,5,3,5,3,0.0625,0.5263157894736842,0.42105263157894735,0.47368421052631576
MS,F,0.14285714285714285,U,GT3,T,1,1,other,other,course,other,1,4,0,yes,yes,no,yes,yes,yes,yes,no,2,2,1,1,1,5,0.0,0.7368421052631579,0.7368421052631579,0.7368421052631579
MS,F,0.5714285714285714,U,LE3,T,2,2,other,other,home,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,1,1,0.0,0.631578947368421,0.6842105263157895,0.6842105263157895
MS,F,0.2857142857142857,R,GT3,T,1,1,at_home,other,reputation,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,4,5,1,2,5,0.0,0.5789473684210527,0.5789473684210527,0.5789473684210527
MS,F,0.7142857142857143,U,GT3,T,3,3,at_home,services,other,mother,2,2,1,no,no,no,yes,yes,yes,yes,yes,3,3,4,2,4,3,0.25,0.5789473684210527,0.47368421052631576,0.5263157894736842
MS,F,0.2857142857142857,U,LE3,T,1,1,other,services,course,father,1,3,0,no,yes,no,no,yes,yes,no,yes,4,3,3,1,1,3,0.0,0.5789473684210527,0.5789473684210527,0.5263157894736842
MS,M,0.2857142857142857,R,GT3,T,2,2,other,other,course,mother,3,1,1,no,yes,no,no,no,yes,yes,no,4,4,5,1,2,5,0.0,0.5263157894736842,0.47368421052631576,0.47368421052631576
MS,F,0.14285714285714285,R,LE3,T,1,1,at_home,other,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,1,1,0.0,0.8421052631578947,0.8947368421052632,0.9473684210526315
MS,F,0.2857142857142857,R,GT3,T,2,2,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,1,0.0,0.7894736842105263,0.8947368421052632,0.8947368421052632
MS,F,0.2857142857142857,U,GT3,A,1,0,other,other,other,mother,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,5,1,1,4,0.03125,0.5789473684210527,0.47368421052631576,0.5263157894736842
MS,F,0.42857142857142855,R,GT3,T,1,1,at_home,other,other,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,1,5,0.28125,0.3684210526315789,0.3684210526315789,0.3684210526315789
MS,F,0.14285714285714285,U,GT3,T,3,1,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,1,0.0,0.42105263157894735,0.3157894736842105,0.42105263157894735
MS,F,0.14285714285714285,U,GT3,T,3,2,services,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,1,4,3,0.0625,0.3684210526315789,0.3157894736842105,0.3684210526315789
MS,F,0.42857142857142855,U,LE3,T,1,1,other,at_home,reputation,mother,2,2,0,yes,no,no,no,yes,yes,no,no,2,3,5,1,4,3,0.25,0.47368421052631576,0.42105263157894735,0.5263157894736842
MS,F,0.14285714285714285,R,GT3,T,4,4,health,teacher,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,2,3,2,0.0,0.7368421052631579,0.8421052631578947,0.8421052631578947
MS,F,0.14285714285714285,R,LE3,T,1,2,other,other,reputation,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,5,1,4,2,0.0,0.7368421052631579,0.7368421052631579,0.7894736842105263
MS,F,0.14285714285714285,U,LE3,T,1,1,at_home,other,other,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,3,5,0.1875,0.3157894736842105,0.42105263157894735,0.42105263157894735
MS,F,0.14285714285714285,R,GT3,T,2,3,at_home,services,other,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,2,0.0,0.42105263157894735,0.5263157894736842,0.5263157894736842
MS,F,0.14285714285714285,U,GT3,T,4,4,health,health,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,3,0.125,0.42105263157894735,0.42105263157894735,0.42105263157894735
MS,F,0.14285714285714285,R,LE3,T,3,4,at_home,other,other,mother,3,2,0,no,yes,no,no,no,yes,no,no,4,2,1,1,1,2,0.0625,0.3684210526315789,0.47368421052631576,0.42105263157894735
MS,M,0.2857142857142857,U,LE3,T,4,4,other,services,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,2,5,0.0,0.7894736842105263,0.7368421052631579,0.8421052631578947
MS,F,0.2857142857142857,R,GT3,T,4,1,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,2,5,0.03125,0.6842105263157895,0.7368421052631579,0.7368421052631579
MS,M,0.14285714285714285,U,LE3,T,2,2,services,services,other,mother,4,3,0,no,no,no,no,yes,yes,no,no,5,1,3,2,2,3,0.0,0.5263157894736842,0.47368421052631576,0.5263157894736842
MS,F,0.2857142857142857,R,GT3,T,2,2,at_home,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,1,3,1,2,5,0.15625,0.47368421052631576,0.47368421052631576,0.47368421052631576
MS,F,0.14285714285714285,U,LE3,T,4,4,services,services,other,father,2,1,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,2,5,0.03125,0.5789473684210527,0.5789473684210527,0.5789473684210527
MS,M,0.2857142857142857,U,GT3,T,3,3,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,5,5,3,0.25,0.3684210526315789,0.5263157894736842,0.47368421052631576
MS,M,0.2857142857142857,U,GT3,T,1,1,at_home,services,other,mother,3,2,0,no,no,no,no,yes,yes,yes,yes,5,1,3,3,3,1,0.0,0.5263157894736842,0.5263157894736842,0.5263157894736842
MS,M,0.14285714285714285,U,GT3,T,2,1,health,services,other,mother,2,2,0,no,no,no,no,no,yes,yes,yes,4,2,2,1,4,5,0.0625,0.47368421052631576,0.3684210526315789,0.42105263157894735
MS,F,0.14285714285714285,U,LE3,T,2,1,other,services,other,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,1,3,0.0,0.7368421052631579,0.7894736842105263,0.8421052631578947
MS,M,0.14285714285714285,U,LE3,T,4,4,teacher,health,other,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4,1,2,2,5,5,0.0,0.5789473684210527,0.631578947368421,0.631578947368421
MS,M,0.0,R,GT3,T,1,2,other,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,no,5,5,5,1,3,5,0.34375,0.47368421052631576,0.5789473684210527,0.5263157894736842
MS,M,0.0,U,LE3,A,2,2,other,other,reputation,mother,3,4,0,no,yes,no,yes,yes,yes,no,no,5,4,5,2,3,5,0.25,0.6842105263157895,0.7368421052631579,0.7368421052631579
MS,M,0.0,U,LE3,A,2,1,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,2,5,0.34375,0.631578947368421,0.6842105263157895,0.631578947368421
MS,F,0.14285714285714285,R,LE3,T,2,2,other,other,course,mother,1,3,0,no,yes,no,no,no,yes,no,yes,4,3,3,2,2,5,0.0625,0.5789473684210527,0.5789473684210527,0.5789473684210527
MS,F,0.14285714285714285,U,LE3,T,4,1,other,other,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,1,2,4,2,2,1,0.25,0.47368421052631576,0.5263157894736842,0.5263157894736842
MS,F,0.2857142857142857,U,GT3,T,3,2,at_home,other,home,mother,2,1,0,no,no,no,no,yes,yes,no,yes,4,3,3,2,2,1,0.15625,0.47368421052631576,0.5789473684210527,0.5789473684210527
MS,F,0.2857142857142857,R,GT3,T,2,2,other,other,other,mother,2,2,0,yes,no,yes,no,yes,yes,no,no,5,1,3,1,1,5,0.0,0.5789473684210527,0.47368421052631576,0.5789473684210527
MS,F,0.14285714285714285,U,GT3,T,4,4,teacher,services,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,1,4,5,0.03125,0.5263157894736842,0.5789473684210527,0.631578947368421
MS,M,0.2857142857142857,R,GT3,T,4,4,health,other,course,father,3,1,3,no,no,no,yes,yes,yes,yes,yes,3,3,3,1,3,5,0.0625,0.47368421052631576,0.47368421052631576,0.42105263157894735
MS,M,0.2857142857142857,R,LE3,T,1,3,other,other,course,father,2,1,0,no,no,no,yes,yes,yes,no,yes,5,1,2,3,3,5,0.0625,0.631578947368421,0.5789473684210527,0.631578947368421
MS,M,0.2857142857142857,U,GT3,T,3,4,services,other,other,mother,1,2,1,no,yes,no,yes,no,yes,yes,yes,5,4,4,3,4,5,0.25,0.42105263157894735,0.47368421052631576,0.42105263157894735
MS,F,0.2857142857142857,U,GT3,T,4,4,health,health,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,5,2,5,1,1,5,0.0,0.6842105263157895,0.7894736842105263,0.8421052631578947
MS,M,0.14285714285714285,R,LE3,T,4,1,other,at_home,other,father,1,1,0,no,no,no,no,yes,yes,yes,no,4,1,2,2,1,2,0.0,0.5263157894736842,0.5789473684210527,0.5789473684210527
MS,F,0.2857142857142857,U,GT3,A,1,1,at_home,at_home,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,5,5,1,2,3,0.0625,0.5789473684210527,0.5263157894736842,0.5789473684210527
MS,M,0.14285714285714285,U,LE3,A,2,2,other,services,course,father,2,2,0,no,yes,no,no,no,yes,yes,yes,4,1,2,2,2,5,0.0,0.631578947368421,0.6842105263157895,0.6842105263157895
MS,M,0.2857142857142857,U,GT3,T,3,2,other,other,other,father,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,1,2,2,2,1,0.0,0.6842105263157895,0.7368421052631579,0.6842105263157895
MS,M,0.5714285714285714,U,GT3,T,1,1,other,other,other,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,4,4,3,3,4,4,0.0625,0.47368421052631576,0.47368421052631576,0.5263157894736842
MS,M,0.2857142857142857,U,LE3,A,1,0,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,no,yes,4,1,2,1,1,5,0.125,0.5789473684210527,0.5789473684210527,0.631578947368421
MS,F,0.2857142857142857,R,GT3,T,1,1,at_home,at_home,course,father,2,1,0,no,yes,no,yes,yes,no,yes,yes,3,5,5,2,2,4,0.09375,0.5263157894736842,0.5789473684210527,0.5263157894736842
MS,F,0.14285714285714285,R,GT3,T,1,2,other,other,home,father,1,3,0,yes,yes,no,no,no,yes,yes,yes,4,3,4,1,1,3,0.15625,0.6842105263157895,0.7368421052631579,0.6842105263157895
MS,M,0.14285714285714285,R,LE3,T,1,2,other,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,no,no,4,4,4,2,4,5,0.125,0.47368421052631576,0.5263157894736842,0.5789473684210527
MS,F,0.2857142857142857,R,GT3,T,3,1,other,other,course,mother,2,2,3,no,yes,no,yes,no,yes,yes,yes,5,4,4,1,1,5,0.0625,0.3684210526315789,0.47368421052631576,0.5263157894736842
MS,M,0.2857142857142857,R,GT3,T,2,2,other,other,course,mother,2,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,3,5,5,0.0,0.42105263157894735,0.6842105263157895,0.5263157894736842
MS,M,0.42857142857142855,R,GT3,T,1,0,at_home,at_home,course,other,3,1,1,yes,yes,no,no,yes,yes,no,no,4,3,2,1,1,4,0.0,0.631578947368421,0.631578947368421,0.6842105263157895
MS,M,0.2857142857142857,R,GT3,T,1,1,other,services,course,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,5,5,1,3,2,0.0,0.5263157894736842,0.47368421052631576,0.5263157894736842
MS,M,0.42857142857142855,U,LE3,T,1,1,at_home,at_home,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,4,5,0.1875,0.5263157894736842,0.47368421052631576,0.5263157894736842
MS,F,0.14285714285714285,R,LE3,T,2,2,other,services,course,father,1,2,0,no,no,no,yes,yes,yes,no,yes,5,4,3,1,1,1,0.0,0.5789473684210527,0.6842105263157895,0.631578947368421
MS,M,0.14285714285714285,R,GT3,T,3,2,services,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,3,5,0.0625,0.5789473684210527,0.47368421052631576,0.5263157894736842
MS,M,0.14285714285714285,R,LE3,T,1,1,at_home,other,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,2,4,5,0.0,0.5263157894736842,0.5263157894736842,0.47368421052631576
MS,M,0.42857142857142855,R,GT3,T,1,1,services,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,5,3,3,2,3,5,0.0625,0.47368421052631576,0.3684210526315789,0.47368421052631576
MS,M,0.5714285714285714,U,GT3,T,3,2,at_home,services,course,mother,2,1,3,no,no,no,yes,yes,yes,no,no,3,2,1,1,1,3,0.125,0.3157894736842105,0.5789473684210527,0.47368421052631576
MS,M,0.14285714285714285,R,GT3,T,2,2,services,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,2,4,4,0.1875,0.3684210526315789,0.42105263157894735,0.42105263157894735
MS,M,0.5714285714285714,U,GT3,T,2,1,at_home,other,course,other,2,1,3,no,no,no,yes,no,no,yes,yes,4,4,3,1,3,5,0.125,0.42105263157894735,0.47368421052631576,0.47368421052631576
MS,F,0.2857142857142857,U,GT3,T,1,1,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,2,5,0.28125,0.3684210526315789,0.47368421052631576,0.5263157894736842
MS,M,0.7142857142857143,R,GT3,T,1,1,other,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,4,4,3,2,4,4,0.375,0.42105263157894735,0.5789473684210527,0.5263157894736842
